,id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,crawler,crawled_at
143,2601038761,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-26m2-venda-RS358000-id-2601038761/,"Apartamento com Quarto à Venda, 26m²","Rua Barata Ribeiro, 156 - Bela Vista, São Paulo - SP",26,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Elevador
Jardim
Área de serviço
...",R$ 358.000,R$ 525,Bela Vista,2023-09-17 16:59
144,2638230955,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-75m2-venda-RS850000-id-2638230955/,"Apartamento com 3 Quartos à Venda, 75m²","Avenida Brigadeiro Luís Antônio, 1930 - Bela Vista, São Paulo - SP",75,3 Quartos,2 Banheiros,1 Vaga,"Elevador
Aceita animais
Área de serviço
Interfone
Lavanderia
...",R$ 850.000,R$ 900,Bela Vista,2023-09-17 16:59
145,2622587436,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-66m2-venda-RS699000-id-2622587436/,"Apartamento com 2 Quartos à Venda, 66m²","Rua Aguiar de Barros, 36 - Bela Vista, São Paulo - SP",66,2 Quartos,2 Banheiros,1 Vaga,"Gerador elétrico
Garagem","R$ 699.000
Preço abaixo do mercado",R$ 600,Bela Vista,2023-09-17 16:59
146,2601085099,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-68m2-venda-RS560000-id-2601085099/,"Apartamento com 2 Quartos à Venda, 68m²","Rua Herculano de Freitas, 51 - Bela Vista, São Paulo - SP",68,2 Quartos,2 Banheiros,1 Vaga,"Condomínio fechado
Lavanderia
Cozinha","R$ 560.000
Preço abaixo do mercado",R$ 946,Bela Vista,2023-09-17 16:59
147,2648854871,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-287m2-venda-RS2851721-id-2648854871/,"Apartamento com 3 Quartos à Venda, 287m²","Rua Pamplona, 356 - Bela Vista, São Paulo - SP",287,3 Quartos,5 Banheiros,2 Vagas,Mais de um andar,R$ 2.851.721,R$ 2.400,Bela Vista,2023-09-17 16:59
148,2624428064,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-47m2-venda-RS459000-id-2624428064/,"Apartamento com Quarto à Venda, 47m²","Rua Almirante Marques de Leão, 638 - Bela Vista, São Paulo - SP",47,1 Quarto,1 Banheiro,2 Vagas,,R$ 459.000,R$ 600,Bela Vista,2023-09-17 16:59
149,2608095505,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-78m2-venda-RS750000-id-2608095505/,"Apartamento com Quarto à Venda, 78m²","Rua Maria Paula - Bela Vista, São Paulo - SP",78,1 Quarto,2 Banheiros,-- Vaga,"Espaço gourmet
Perto de transporte público
Varanda gourmet
Aceita animais",R$ 750.000,R$ 730,Bela Vista,2023-09-17 16:59
150,2650536977,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-126m2-venda-RS1000000-id-2650536977/,"Apartamento com 3 Quartos à Venda, 126m²","Rua Carlos Sampaio - Bela Vista, São Paulo - SP",126,3 Quartos,4 Banheiros,1 Vaga,"Salão de festas
Jardim
Cozinha
Área de serviço
Aceita animais",R$ 1.000.000,R$ 1.880,Bela Vista,2023-09-17 16:59
151,2638372636,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-44m2-venda-RS770000-id-2638372636/,"Apartamento com Quarto à Venda, 44m²","Rua Bela Cintra, 277 - Bela Vista, São Paulo - SP",44,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 770.000,R$ 500,Bela Vista,2023-09-17 16:59
152,2555512971,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-58m2-venda-RS615000-id-2555512971/,"Apartamento com 2 Quartos à Venda, 58m²","Avenida Brigadeiro Luís Antônio, 339 - Bela Vista, São Paulo - SP",58,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Academia
Ar-condicionado
Playground
...","R$ 615.000
Preço abaixo do mercado",R$ 824,Bela Vista,2023-09-17 16:59
153,2647205976,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-29m2-venda-RS354130-id-2647205976/,"Apartamento com Quarto à Venda, 29m²","Rua Maestro Cardim, 100 - Bela Vista, São Paulo - SP",29,1 Quarto,1 Banheiro,1 Vaga,"Academia
Espaço gourmet
Piscina
Salão de festas
Aceita animais",R$ 354.130,R$ 830,Bela Vista,2023-09-17 16:59
154,2627316028,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-74m2-venda-RS1400000-id-2627316028/,"Apartamento com Quarto à Venda, 74m²","Rua Paim, 420 - Bela Vista, São Paulo - SP",74,1 Quarto,2 Banheiros,1 Vaga,"Piscina
Mobiliado
Elevador
Academia
Espaço gourmet
...",R$ 1.400.000,R$ 810,Bela Vista,2023-09-17 16:59
155,2615849975,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-100m2-venda-RS980000-id-2615849975/,"Apartamento com 2 Quartos à Venda, 100m²","Avenida Paulista, 648 - Bela Vista, São Paulo - SP",100,2 Quartos,1 Banheiro,-- Vaga,,R$ 980.000,R$ 770,Bela Vista,2023-09-17 16:59
156,2615843303,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-44m2-venda-RS850000-id-2615843303/,"Apartamento com Quarto à Venda, 44m²","Rua Artur Prado, 433 - Bela Vista, São Paulo - SP",44,1 Quarto,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Espaço gourmet
Jardim
Playground
...",R$ 850.000,R$ 620,Bela Vista,2023-09-17 16:59
157,2649186689,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-74m2-venda-RS594440-id-2649186689/,"Apartamento com 2 Quartos à Venda, 74m²","Rua Treze de Maio, 100 - Bela Vista, São Paulo - SP",74,2 Quartos,2 Banheiros,1 Vaga,"Elevador
Aceita animais","R$ 594.440
Preço abaixo do mercado",R$ 950,Bela Vista,2023-09-17 16:59
158,2654541255,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bela-vista-centro-sao-paulo-com-garagem-292m2-venda-RS2602990-id-2654541255/,"Apartamento com 4 Quartos à Venda, 292m²","Rua Cincinato Braga, 511 - Bela Vista, São Paulo - SP",292,4 Quartos,4 Banheiros,2 Vagas,"Copa
Escritório
Salão de festas
Área de serviço",R$ 2.602.990,R$ 2.720,Bela Vista,2023-09-17 16:59
159,2572391190,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-135m2-venda-RS1100000-id-2572391190/,"Apartamento com 3 Quartos à Venda, 135m²","Rua Doutor Fausto Ferraz, 239 - Bela Vista, São Paulo - SP",135,3 Quartos,2 Banheiros,1 Vaga,"Elevador
Interfone
Varanda
Aceita animais",R$ 1.100.000,R$ 980,Bela Vista,2023-09-17 16:59
160,2636722378,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-412m2-venda-RS4500000-id-2636722378/,"Apartamento com 3 Quartos à Venda, 412m²","Rua dos Franceses - Bela Vista, São Paulo - SP",412,3 Quartos,4 Banheiros,3 Vagas,"Elevador
Condomínio fechado
Perto de hospitais
Portaria 24h
Cozinha americana
...",R$ 4.500.000,R$ 3.750,Bela Vista,2023-09-17 16:59
161,2580748473,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-37m2-venda-RS900000-id-2580748473/,"Apartamento com Quarto à Venda, 37m²","Rua Cincinato Braga - Bela Vista, São Paulo - SP",37,1 Quarto,1 Banheiro,1 Vaga,"Elevador
Espaço gourmet
Garagem
Varanda gourmet
Salão de festas
...",R$ 900.000,R$ 753,Bela Vista,2023-09-17 16:59
162,2651845070,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-110m2-venda-RS970000-id-2651845070/,"Apartamento com 3 Quartos à Venda, 110m²","Rua Artur Prado - Bela Vista, São Paulo - SP",110,3 Quartos,3 Banheiros,2 Vagas,"Churrasqueira
Elevador
Playground
Salão de festas
Bicicletário
...",R$ 970.000,R$ 1.800,Bela Vista,2023-09-17 16:59
163,2654241480,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-66m2-venda-RS1200000-id-2654241480/,"Apartamento com 2 Quartos à Venda, 66m²","Rua Sílvia, 399 - Bela Vista, São Paulo - SP",66,2 Quartos,2 Banheiros,1 Vaga,,R$ 1.200.000,,Bela Vista,2023-09-17 16:59
164,2639763670,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-65m2-venda-RS923720-id-2639763670/,"Apartamento com 2 Quartos à Venda, 65m²","Bela Vista, São Paulo - SP",65,2 Quartos,1 Banheiro,1 Vaga,,R$ 923.720,R$ 600,Bela Vista,2023-09-17 16:59
165,2653422378,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-148m2-venda-RS1299970-id-2653422378/,"Apartamento com 3 Quartos à Venda, 148m²","Rua Cincinato Braga, 535 - Bela Vista, São Paulo - SP",148,3 Quartos,2 Banheiros,1 Vaga,"Playground
Salão de festas
Área de serviço",R$ 1.299.970,R$ 1.413,Bela Vista,2023-09-17 16:59
166,2638441858,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-100m2-venda-RS1165000-id-2638441858/,"Apartamento com 3 Quartos à Venda, 100m²","Rua Itararé, 168 - Bela Vista, São Paulo - SP",100,3 Quartos,2 Banheiros,1 Vaga,"Churrasqueira
Varanda
Academia
Aceita animais
Espaço gourmet
...",R$ 1.165.000,R$ 800,Bela Vista,2023-09-17 16:59
167,2643633918,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bela-vista-centro-sao-paulo-com-garagem-285m2-venda-RS2500000-id-2643633918/,"Apartamento com 4 Quartos à Venda, 285m²","Bela Vista, São Paulo - SP",285,4 Quartos,4 Banheiros,2 Vagas,,R$ 2.500.000,R$ 4.200,Bela Vista,2023-09-17 16:59
168,2548420440,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bela-vista-centro-sao-paulo-com-garagem-207m2-venda-RS2500000-id-2548420440/,"Apartamento com 4 Quartos à Venda, 207m²","Avenida Paulista - Bela Vista, São Paulo - SP",207,4 Quartos,4 Banheiros,1 Vaga,,R$ 2.500.000,R$ 2.100,Bela Vista,2023-09-17 16:59
169,2650529365,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-136m2-venda-RS1099980-id-2650529365/,"Apartamento com 3 Quartos à Venda, 136m²","Rua Treze de Maio, 1445 - Bela Vista, São Paulo - SP",136,3 Quartos,3 Banheiros,2 Vagas,"Área de serviço
Salão de festas",R$ 1.099.980,R$ 1.237,Bela Vista,2023-09-17 16:59
170,2646567191,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-25m2-venda-RS315000-id-2646567191/,"Apartamento com Quarto à Venda, 25m²","Avenida Nove de Julho - Bela Vista, São Paulo - SP",25,1 Quarto,10 Banheiros,-- Vaga,"Academia
Jardim
Área de serviço
Playground
Salão de festas
...",R$ 315.000,R$ 305,Bela Vista,2023-09-17 16:59
171,2582044726,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-40m2-venda-RS635000-id-2582044726/,"Apartamento com Quarto à Venda, 40m²","Rua Doutor Penaforte Mendes, 160 - Bela Vista, São Paulo - SP",40,1 Quarto,1 Banheiro,1 Vaga,"Churrasqueira
Elevador
Piscina
Sauna",R$ 635.000,R$ 450,Bela Vista,2023-09-17 16:59
172,2647213948,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-50m2-venda-RS549740-id-2647213948/,"Apartamento com 2 Quartos à Venda, 50m²","Avenida Nove de Julho, 100 - Bela Vista, São Paulo - SP",50,2 Quartos,1 Banheiro,1 Vaga,Aceita animais,R$ 549.740,R$ 650,Bela Vista,2023-09-17 16:59
173,2644912811,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-131m2-venda-RS850000-id-2644912811/,"Apartamento com 3 Quartos à Venda, 131m²","Rua Doutor Fausto Ferraz, 227 - Bela Vista, São Paulo - SP",131,3 Quartos,2 Banheiros,-- Vaga,Condomínio fechado,R$ 850.000,R$ 950,Bela Vista,2023-09-17 16:59
174,2639737705,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-144m2-venda-RS1250000-id-2639737705/,"Apartamento com 3 Quartos à Venda, 144m²","Rua Artur Prado - Bela Vista, São Paulo - SP",144,3 Quartos,3 Banheiros,1 Vaga,Elevador,R$ 1.250.000,R$ 1.300,Bela Vista,2023-09-17 16:59
175,2598057125,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-134m2-venda-RS1280000-id-2598057125/,"Apartamento com 3 Quartos à Venda, 134m²","Rua Carlos Sampaio, 138 - Bela Vista, São Paulo - SP",134,3 Quartos,4 Banheiros,1 Vaga,"Ar-condicionado
Mais de um andar",R$ 1.280.000,R$ 1.830,Bela Vista,2023-09-17 16:59
176,2591189892,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-220m2-venda-RS1400000-id-2591189892/,"Apartamento com 3 Quartos à Venda, 220m²","Rua São Carlos do Pinhal, 290 - Bela Vista, São Paulo - SP",220,3 Quartos,3 Banheiros,1 Vaga,"Elevador
Quintal
Aceita animais
Área de serviço
Cozinha
...","R$ 1.400.000
Preço abaixo do mercado",R$ 1.470,Bela Vista,2023-09-17 16:59
177,2647807488,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-56m2-venda-RS400000-id-2647807488/,"Apartamento com Quarto à Venda, 56m²","Rua Martins Fontes, 159 - Bela Vista, São Paulo - SP",56,1 Quarto,1 Banheiro,-- Vaga,"Cozinha
Mobiliado
Área de serviço
Aceita animais",R$ 400.000,R$ 790,Bela Vista,2023-09-17 16:59
178,2654074762,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-266m2-venda-RS2199980-id-2654074762/,"Apartamento com 3 Quartos à Venda, 266m²","Rua Cincinato Braga, 535 - Bela Vista, São Paulo - SP",266,3 Quartos,2 Banheiros,1 Vaga,"Playground
Salão de jogos
Salão de festas
Área de serviço",R$ 2.199.980,R$ 2.300,Bela Vista,2023-09-17 16:59
179,2514186287,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-41m2-venda-RS590000-id-2514186287/,"Apartamento com Quarto à Venda, 41m²","Bela Vista, São Paulo - SP",41,1 Quarto,1 Banheiro,1 Vaga,"Ar-condicionado
Área de serviço",R$ 590.000,R$ 430,Bela Vista,2023-09-17 16:59
180,2580748473,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-37m2-venda-RS900000-id-2580748473/,"Apartamento com Quarto à Venda, 37m²","Rua Cincinato Braga - Bela Vista, São Paulo - SP",37,1 Quarto,1 Banheiro,1 Vaga,"Elevador
Espaço gourmet
Garagem
Varanda gourmet
Salão de festas
...",R$ 900.000,R$ 753,Bela Vista,2023-09-17 16:59
181,2651845070,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-110m2-venda-RS970000-id-2651845070/,"Apartamento com 3 Quartos à Venda, 110m²","Rua Artur Prado - Bela Vista, São Paulo - SP",110,3 Quartos,3 Banheiros,2 Vagas,"Churrasqueira
Elevador
Playground
Salão de festas
Bicicletário
...",R$ 970.000,R$ 1.800,Bela Vista,2023-09-17 16:59
182,2654241480,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-66m2-venda-RS1200000-id-2654241480/,"Apartamento com 2 Quartos à Venda, 66m²","Rua Sílvia, 399 - Bela Vista, São Paulo - SP",66,2 Quartos,2 Banheiros,1 Vaga,,R$ 1.200.000,,Bela Vista,2023-09-17 16:59
183,2639282659,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-24m2-venda-RS237000-id-2639282659/,"Apartamento com Quarto à Venda, 24m²","Rua Santo Amaro, 341 - Bela Vista, São Paulo - SP",24,1 Quarto,1 Banheiro,-- Vaga,"Condomínio fechado
Portaria 24h
Portão eletrônico
Aceita animais
Mobiliado",R$ 237.000,R$ 210,Bela Vista,2023-09-17 16:59
184,2653422378,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-148m2-venda-RS1299970-id-2653422378/,"Apartamento com 3 Quartos à Venda, 148m²","Rua Cincinato Braga, 535 - Bela Vista, São Paulo - SP",148,3 Quartos,2 Banheiros,1 Vaga,"Playground
Salão de festas
Área de serviço",R$ 1.299.970,R$ 1.413,Bela Vista,2023-09-17 16:59
185,2638441858,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-100m2-venda-RS1165000-id-2638441858/,"Apartamento com 3 Quartos à Venda, 100m²","Rua Itararé, 168 - Bela Vista, São Paulo - SP",100,3 Quartos,2 Banheiros,1 Vaga,"Churrasqueira
Varanda
Academia
Aceita animais
Espaço gourmet
...",R$ 1.165.000,R$ 800,Bela Vista,2023-09-17 16:59
186,2643633918,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bela-vista-centro-sao-paulo-com-garagem-285m2-venda-RS2500000-id-2643633918/,"Apartamento com 4 Quartos à Venda, 285m²","Bela Vista, São Paulo - SP",285,4 Quartos,4 Banheiros,2 Vagas,,R$ 2.500.000,R$ 4.200,Bela Vista,2023-09-17 16:59
187,2647195909,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-43m2-venda-RS424470-id-2647195909/,"Apartamento com Quarto à Venda, 43m²","Rua Major Diogo, 100 - Bela Vista, São Paulo - SP",43,1 Quarto,1 Banheiro,1 Vaga,"Elevador
Aceita animais",R$ 424.470,R$ 610,Bela Vista,2023-09-17 16:59
188,2548420440,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bela-vista-centro-sao-paulo-com-garagem-207m2-venda-RS2500000-id-2548420440/,"Apartamento com 4 Quartos à Venda, 207m²","Avenida Paulista - Bela Vista, São Paulo - SP",207,4 Quartos,4 Banheiros,1 Vaga,,R$ 2.500.000,R$ 2.100,Bela Vista,2023-09-17 16:59
189,2646567191,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-25m2-venda-RS315000-id-2646567191/,"Apartamento com Quarto à Venda, 25m²","Avenida Nove de Julho - Bela Vista, São Paulo - SP",25,1 Quarto,10 Banheiros,-- Vaga,"Academia
Jardim
Área de serviço
Playground
Salão de festas
...",R$ 315.000,R$ 305,Bela Vista,2023-09-17 16:59
190,2582044726,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-40m2-venda-RS635000-id-2582044726/,"Apartamento com Quarto à Venda, 40m²","Rua Doutor Penaforte Mendes, 160 - Bela Vista, São Paulo - SP",40,1 Quarto,1 Banheiro,1 Vaga,"Churrasqueira
Elevador
Piscina
Sauna",R$ 635.000,R$ 450,Bela Vista,2023-09-17 16:59
191,2647213948,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-50m2-venda-RS549740-id-2647213948/,"Apartamento com 2 Quartos à Venda, 50m²","Avenida Nove de Julho, 100 - Bela Vista, São Paulo - SP",50,2 Quartos,1 Banheiro,1 Vaga,Aceita animais,R$ 549.740,R$ 650,Bela Vista,2023-09-17 16:59
192,2655345492,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-37m2-venda-RS360000-id-2655345492/,"Apartamento com 2 Quartos à Venda, 37m²","Rua Asdrúbal do Nascimento - Bela Vista, São Paulo - SP",37,2 Quartos,1 Banheiro,-- Vaga,"Piscina
Academia
Aceita animais
Espaço gourmet
Playground
...",R$ 360.000,R$ 350,Bela Vista,2023-09-17 16:59
193,2644912811,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-131m2-venda-RS850000-id-2644912811/,"Apartamento com 3 Quartos à Venda, 131m²","Rua Doutor Fausto Ferraz, 227 - Bela Vista, São Paulo - SP",131,3 Quartos,2 Banheiros,-- Vaga,Condomínio fechado,R$ 850.000,R$ 950,Bela Vista,2023-09-17 16:59
194,2639737705,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-144m2-venda-RS1250000-id-2639737705/,"Apartamento com 3 Quartos à Venda, 144m²","Rua Artur Prado - Bela Vista, São Paulo - SP",144,3 Quartos,3 Banheiros,1 Vaga,Elevador,R$ 1.250.000,R$ 1.300,Bela Vista,2023-09-17 16:59
195,2591189892,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-220m2-venda-RS1400000-id-2591189892/,"Apartamento com 3 Quartos à Venda, 220m²","Rua São Carlos do Pinhal, 290 - Bela Vista, São Paulo - SP",220,3 Quartos,3 Banheiros,1 Vaga,"Elevador
Quintal
Aceita animais
Área de serviço
Cozinha
...","R$ 1.400.000
Preço abaixo do mercado",R$ 1.470,Bela Vista,2023-09-17 16:59
196,2647807488,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-56m2-venda-RS400000-id-2647807488/,"Apartamento com Quarto à Venda, 56m²","Rua Martins Fontes, 159 - Bela Vista, São Paulo - SP",56,1 Quarto,1 Banheiro,-- Vaga,"Cozinha
Mobiliado
Área de serviço
Aceita animais",R$ 400.000,R$ 790,Bela Vista,2023-09-17 16:59
197,2654074762,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-266m2-venda-RS2199980-id-2654074762/,"Apartamento com 3 Quartos à Venda, 266m²","Rua Cincinato Braga, 535 - Bela Vista, São Paulo - SP",266,3 Quartos,2 Banheiros,1 Vaga,"Playground
Salão de jogos
Salão de festas
Área de serviço",R$ 2.199.980,R$ 2.300,Bela Vista,2023-09-17 16:59
198,2650753155,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-190m2-venda-RS1899970-id-2650753155/,"Apartamento com 3 Quartos à Venda, 190m²","Rua Martiniano de Carvalho, 141 - Bela Vista, São Paulo - SP",190,3 Quartos,5 Banheiros,1 Vaga,Área de serviço,R$ 1.899.970,R$ 1.390,Bela Vista,2023-09-17 16:59
199,2655582961,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-139m2-venda-RS3200000-id-2655582961/,"Apartamento com 3 Quartos à Venda, 139m²","Bela Vista, São Paulo - SP",139,3 Quartos,5 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...",R$ 3.200.000,R$ 1.539,Bela Vista,2023-09-17 16:59
200,2639590919,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-100m2-venda-RS950000-id-2639590919/,"Apartamento com 3 Quartos à Venda, 100m²","Rua Carlos Sampaio, 118 - Bela Vista, São Paulo - SP",100,3 Quartos,2 Banheiros,1 Vaga,"Elevador
Garagem
Playground
Salão de festas
Interfone
...",R$ 950.000,R$ 996,Bela Vista,2023-09-17 16:59
201,2633111076,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-60m2-venda-RS600000-id-2633111076/,"Apartamento com 2 Quartos à Venda, 60m²","Rua Artur Prado, 57 - Bela Vista, São Paulo - SP",60,2 Quartos,2 Banheiros,1 Vaga,"Garagem
Área de serviço
Salão de festas
Perto de escolas
Perto de hospitais
...",R$ 600.000,R$ 1.001,Bela Vista,2023-09-17 16:59
202,2622587437,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-64m2-venda-RS699000-id-2622587437/,"Apartamento com 2 Quartos à Venda, 64m²","Rua Aguiar de Barros, 36 - Bela Vista, São Paulo - SP",64,2 Quartos,2 Banheiros,1 Vaga,"Gerador elétrico
Garagem","R$ 699.000
Preço abaixo do mercado",R$ 650,Bela Vista,2023-09-17 16:59
203,2649632549,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bela-vista-centro-sao-paulo-com-garagem-260m2-venda-RS1800000-id-2649632549/,"Apartamento com 4 Quartos à Venda, 260m²","Rua Artur Prado - Bela Vista, São Paulo - SP",260,4 Quartos,4 Banheiros,2 Vagas,"Academia
Quadra poliesportiva
Salão de festas
Área de serviço","R$ 1.800.000
Preço abaixo do mercado",R$ 1.715,Bela Vista,2023-09-17 16:59
204,2621696963,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-24m2-venda-RS636000-id-2621696963/,"Apartamento com Quarto à Venda, 24m²","Bela Vista, São Paulo - SP",24,1 Quarto,1 Banheiro,-- Vaga,,R$ 636.000,R$ 400,Bela Vista,2023-09-17 16:59
205,2651526969,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-300m2-venda-RS3199980-id-2651526969/,"Apartamento com 3 Quartos à Venda, 300m²","Alameda Joaquim Eugênio de Lima, 297 - Bela Vista, São Paulo - SP",300,3 Quartos,3 Banheiros,3 Vagas,"Closet
Salão de jogos
Ar-condicionado
Salão de festas",R$ 3.199.980,R$ 4.700,Bela Vista,2023-09-17 16:59
206,2651258595,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-110m2-venda-RS1165970-id-2651258595/,"Apartamento com 3 Quartos à Venda, 110m²","Alameda Ribeirão Preto, 118 - Bela Vista, São Paulo - SP",110,3 Quartos,3 Banheiros,1 Vaga,Salão de festas,R$ 1.165.970,R$ 1.400,Bela Vista,2023-09-17 16:59
207,2651144949,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-45m2-venda-RS650000-id-2651144949/,"Apartamento com Quarto à Venda, 45m²","Rua Paim, 159 - Bela Vista, São Paulo - SP",45,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...",R$ 650.000,R$ 500,Bela Vista,2023-09-17 16:59
208,2640663292,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-22m2-venda-RS395000-id-2640663292/,"Apartamento com Quarto à Venda, 22m²","Rua Augusta, 475 - Bela Vista, São Paulo - SP",22,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 395.000,R$ 570,Bela Vista,2023-09-17 16:59
