,Unnamed: 0,id,url,header,address,amenities,crawler,crawled_at,Quarto,Banheiro,Garagem,condominio,preço,area_limpo,Churrasqueira,Escritório,Perto de hospitais,Área de lazer,Quadra poliesportiva,Quintal,Espaço gourmet,Sala de massagem,TV a cabo,Próximo a shopping,Sistema de alarme,Perto de shopping,Janela grande,Quadra de tênis,Varanda,Depósito,Salão de festas,Acesso para deficientes,Jardim,Condomínio fechado,Área de serviço,Zelador,Armário embutido,Box blindex,Academia,Varanda gourmet,Aquecimento,Perto de vias de acesso,Guarita blindada,Mais de um andar,Copa,Salão de jogos,Vista exterior,Vista para o mar,Elevador,Segurança 24h,Cozinha gourmet,Piscina infantil,Perto de escolas,Porcelanato,Espaço verde / Parque,Ar-condicionado,Cozinha americana,Circuito de segurança,Piscina,Recepção,Serviços públicos essenciais,Portaria 24h,Sala de jantar,Guarita,Sauna,Gerador elétrico,Móvel planejado,Coworking,Energia solar,...,Armário embutido no quarto,Piso frio,Cinema,Mobiliado,Bicicletário,Interfone,Conexão à internet,Aceita animais,Vigia,Playground,Sala de almoço,Piscina para adulto,Cozinha,Lavanderia,Pé direito alto,Closet,Armário na cozinha,Varanda fechada com vidro,Quadra de squash,Dependência de empregados,Arvorismo,Perto de transporte público,Portão eletrônico
0,0,2643943408,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-37m2-venda-RS380000-id-2643943408/,"Apartamento com Quarto à Venda, 37m²","Rua Doutor Plínio Barreto, 142 - Bela Vista, São Paulo - SP","Condomínio fechado, Aceita animais, Jardim, Salão de festas, Portaria 24h, ...",bela_vista,2023-07-15 15:47:00,1,1,0,390.0,380000,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2644125282,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-45m2-venda-RS230000-id-2644125282/,"Apartamento com Quarto à Venda, 45m²","Rua Major Diogo, 750 - Bela Vista, São Paulo - SP","Piscina, Churrasqueira, Academia, Aceita animais, Salão de festas, ...",bela_vista,2023-07-15 15:47:00,1,1,0,540.0,230000,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,2644083580,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-43m2-venda-RS400000-id-2644083580/,"Apartamento com Quarto à Venda, 43m²","Rua Monsenhor Passaláqua - Bela Vista, São Paulo - SP",Salão de festas,bela_vista,2023-07-15 15:47:00,1,1,0,432.0,400000,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,2643813758,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-45m2-venda-RS340426-id-2643813758/,"Apartamento com Quarto à Venda, 45m²","Rua Humaitá - Bela Vista, São Paulo - SP","Elevador, Área de serviço, Perto de vias de acesso, Perto de escolas, Cozinha, ...",bela_vista,2023-07-15 15:47:00,1,1,0,500.0,340426,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,5,2643942600,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-38m2-venda-RS410000-id-2643942600/,"Apartamento com Quarto à Venda, 38m²","Rua Doutor Plínio Barreto, 142 - Bela Vista, São Paulo - SP","Condomínio fechado, Aceita animais, Jardim, Salão de festas, Portaria 24h, ...",bela_vista,2023-07-15 15:47:00,1,1,0,390.0,410000,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,2644107649,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-45m2-venda-RS580000-id-2644107649/,"Apartamento com 2 Quartos à Venda, 45m²","Rua Paim, 159 - Bela Vista, São Paulo - SP","Piscina, Churrasqueira, Elevador, Varanda, Academia, ...",bela_vista,2023-07-15 15:47:00,2,1,0,450.0,580000,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,2642493104,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-103m2-venda-RS1700000-id-2642493104/,"Apartamento com Quarto à Venda, 103m²","Avenida Emílio Bosco, 321 - Bela Vista, Sumaré - SP","Piscina, Churrasqueira, Academia, Espaço gourmet, Garagem, ...",bela_vista,2023-07-15 15:47:00,1,2,1,,1700000,103,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,2643943089,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-137m2-venda-RS775000-id-2643943089/,"Apartamento com 3 Quartos à Venda, 137m²","Avenida Brigadeiro Luís Antônio, 469 - Bela Vista, São Paulo - SP","Elevador, Condomínio fechado, Aceita animais, Jardim, Playground, ...",bela_vista,2023-07-15 15:47:00,3,2,0,1150.0,775000,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,2637378116,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-41m2-venda-RS540000-id-2637378116/,"Apartamento com Quarto à Venda, 41m²","Avenida Brigadeiro Luís Antônio, 323 - Bela Vista, São Paulo - SP","Piscina, Churrasqueira, Elevador, Condomínio fechado, Varanda, ...",bela_vista,2023-07-15 15:47:00,1,1,0,640.0,540000,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,11,2642856141,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-58m2-venda-RS799330-id-2642856141/,"Apartamento com 2 Quartos à Venda, 58m²","Avenida Brigadeiro Luís Antônio, 100 - Bela Vista, São Paulo - SP","Ar-condicionado, Lavanderia, Elevador, Sauna, Aceita animais",bela_vista,2023-07-15 15:47:00,2,2,0,820.0,799330,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,12,2644101311,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-26m2-venda-RS200000-id-2644101311/,"Apartamento com Quarto à Venda, 26m²","Avenida Nove de Julho - Bela Vista, São Paulo - SP","Perto de transporte público, Aceita animais",bela_vista,2023-07-15 15:47:00,1,1,0,330.0,200000,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,13,2637588482,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-65m2-venda-RS705000-id-2637588482/,"Apartamento com 2 Quartos à Venda, 65m²","Rua Aguiar de Barros, 36 - Bela Vista, São Paulo - SP","Piscina, Churrasqueira, Elevador, Condomínio fechado, Academia, ...",bela_vista,2023-07-15 15:47:00,2,2,0,647.0,705000,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,14,2610722631,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-64m2-venda-RS719000-id-2610722631/,"Apartamento com 2 Quartos à Venda, 64m²","Rua Aguiar de Barros, 36 - Bela Vista, São Paulo - SP","Piscina, Elevador, Condomínio fechado, Academia, Aceita animais, ...",bela_vista,2023-07-15 15:47:00,2,2,0,690.0,719000,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,16,2643516676,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-40m2-venda-RS797900-id-2643516676/,"Apartamento com Quarto à Venda, 40m²","Avenida Brigadeiro Luís Antônio, 323 - Bela Vista, São Paulo - SP","Piscina, Elevador, Academia, Espaço gourmet, Jardim, ...",bela_vista,2023-07-15 15:47:00,1,1,0,450.0,797900,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,17,2630177269,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-37m2-venda-RS370000-id-2630177269/,"Apartamento com 2 Quartos à Venda, 37m²","Rua Asdrúbal do Nascimento, 1 - Bela Vista, São Paulo - SP","Condomínio fechado, Perto de vias de acesso, Perto de escolas, Perto de hospitais, Perto de shopping, ...",bela_vista,2023-07-15 15:47:00,2,1,0,310.0,370000,37,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,18,2614347500,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-58m2-venda-RS265000-id-2614347500/,"Apartamento com Quarto à Venda, 58m²","Avenida Brigadeiro Luís Antônio, 582 - Bela Vista, São Paulo - SP","Elevador, Portaria 24h",bela_vista,2023-07-15 15:47:00,1,1,0,700.0,265000,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,19,2643859089,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-59m2-venda-RS398000-id-2643859089/,"Apartamento com 2 Quartos à Venda, 59m²","Rua Santo Amaro - Bela Vista, São Paulo - SP",Salão de festas,bela_vista,2023-07-15 15:47:00,2,1,0,698.0,398000,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,20,2538908001,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-35m2-venda-RS750000-id-2538908001/,"Apartamento com Quarto à Venda, 35m²","Rua da Consolação, 1515 - Bela Vista, São Paulo - SP","Piscina, Mobiliado, Churrasqueira, Elevador, Condomínio fechado, ...",bela_vista,2023-07-15 15:47:00,1,1,0,350.0,750000,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,21,2641070806,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-25m2-venda-RS395000-id-2641070806/,"Apartamento com Quarto à Venda, 25m²","Rua Doutor Penaforte Mendes, 160 - Bela Vista, São Paulo - SP",Piscina,bela_vista,2023-07-15 15:47:00,1,1,0,250.0,395000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,22,2644101054,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-72m2-venda-RS430000-id-2644101054/,Apartamento com Quarto para Venda/Aluguel 72m²,"Rua Maria Paula, 54 - Bela Vista, São Paulo - SP",,bela_vista,2023-07-15 15:47:00,1,1,0,756.0,430000,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,23,2618842736,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-73m2-venda-RS340000-id-2618842736/,"Apartamento com 2 Quartos à Venda, 73m²","Avenida Nove de Julho, 1289 - Bela Vista, São Paulo - SP","Elevador, Condomínio fechado, Aceita animais, Perto de vias de acesso, Perto de escolas, ...",bela_vista,2023-07-15 15:47:00,2,1,0,489.0,340000,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,2588847623,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-46m2-venda-RS404000-id-2588847623/,"Apartamento com Quarto à Venda, 46m²","Rua Doutor Cesário Mota Júnior, 01 - Bela Vista, São Paulo - SP","Ar-condicionado, Aceita animais",bela_vista,2023-07-15 15:47:00,1,1,0,550.0,404000,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,25,2644062545,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-25m2-venda-RS425000-id-2644062545/,"Apartamento com Quarto à Venda, 25m²","Rua Genebra - Bela Vista, São Paulo - SP","Piscina, Elevador, Condomínio fechado, Salão de festas, Portaria 24h, ...",bela_vista,2023-07-15 15:47:00,1,1,0,,425000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,26,2598513478,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-45m2-venda-RS550000-id-2598513478/,"Apartamento com 2 Quartos à Venda, 45m²","Rua Paim, 159 - Bela Vista, São Paulo - SP","Piscina, Churrasqueira, Elevador, Condomínio fechado, Academia, ...",bela_vista,2023-07-15 15:47:00,2,1,0,450.0,550000,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,27,2643933310,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-77m2-venda-RS399000-id-2643933310/,"Apartamento com 2 Quartos à Venda, 77m²","Avenida Brigadeiro Luís Antônio, 566 - Bela Vista, São Paulo - SP",Condomínio fechado,bela_vista,2023-07-15 15:47:00,2,2,0,,399000,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,28,2642849030,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-48m2-venda-RS699980-id-2642849030/,"Apartamento com Quarto à Venda, 48m²","Rua Major Quedinho, 224 - Bela Vista, São Paulo - SP","Playground, Quadra poliesportiva, Salão de jogos, Salão de festas, Área de serviço",bela_vista,2023-07-15 15:47:00,1,2,0,600.0,699980,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,29,2640929453,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-30m2-venda-RS454626-id-2640929453/,"Apartamento com Quarto à Venda, 30m²","Rua Pedro Taques, 80 - Bela Vista, São Paulo - SP","Churrasqueira, Elevador, Condomínio fechado, Academia, Aceita animais, ...",bela_vista,2023-07-15 15:47:00,1,1,0,240.0,454626,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,30,2642960256,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-106m2-venda-RS965000-id-2642960256/,"Apartamento com 2 Quartos à Venda, 106m²","Bela Vista, São Paulo - SP",,bela_vista,2023-07-15 15:47:00,2,3,0,1125.0,965000,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,31,2637231587,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-56m2-venda-RS380000-id-2637231587/,"Apartamento com Quarto à Venda, 56m²","Avenida Brigadeiro Luís Antônio - Bela Vista, São Paulo - SP","Elevador, Portão eletrônico, Portaria 24h",bela_vista,2023-07-15 15:47:00,1,1,0,,380000,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,32,2643426461,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-114m2-venda-RS1889980-id-2643426461/,"Apartamento com 3 Quartos à Venda, 114m²","Vila Pamplona, 237 - Bela Vista, São Paulo - SP","Quadra poliesportiva, Closet, Salão de jogos, Salão de festas, Área de serviço",bela_vista,2023-07-15 15:47:00,3,3,0,1038.0,1889980,114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,33,2600697422,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-39m2-venda-RS392800-id-2600697422/,"Apartamento com 2 Quartos à Venda, 39m²","Rua Álvaro de Carvalho, 429 - Bela Vista, São Paulo - SP","Piscina, Churrasqueira, Elevador, Condomínio fechado, Academia, ...",bela_vista,2023-07-15 15:47:00,2,1,0,486.0,392800,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,34,2643645156,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-35m2-venda-RS330000-id-2643645156/,"Apartamento com Quarto à Venda, 35m²","Rua Jaceguai, 87 - Bela Vista, São Paulo - SP","Área de serviço, Perto de vias de acesso, Perto de escolas, Perto de hospitais, Interfone, ...",bela_vista,2023-07-15 15:47:00,1,1,0,600.0,330000,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,35,2640405060,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-45m2-venda-RS679980-id-2640405060/,"Apartamento com 2 Quartos à Venda, 45m²","Rua Paim, 159 - Bela Vista, São Paulo - SP","Piscina para adulto, Churrasqueira, Piscina, Sauna",bela_vista,2023-07-15 15:47:00,2,1,0,368.0,679980,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,36,2642656840,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bela-vista-centro-sao-paulo-611m2-venda-RS4850000-id-2642656840/,"Apartamento com 4 Quartos à Venda, 611m²","Bela Vista, São Paulo - SP",Condomínio fechado,bela_vista,2023-07-15 15:47:00,4,4,0,7000.0,4850000,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,38,2641317405,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-80m2-venda-RS520000-id-2641317405/,"Apartamento com 2 Quartos à Venda, 80m²","Avenida Brigadeiro Luís Antônio, 993 - Bela Vista, São Paulo - SP","Armário na cozinha, Guarita blindada, Segurança 24h, Cozinha",bela_vista,2023-07-15 15:47:00,2,1,0,750.0,520000,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
35,39,2630168959,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bela-vista-centro-sao-paulo-com-garagem-88m2-venda-RS848000-id-2630168959/,"Apartamento com 3 Quartos à Venda, 88m²","Rua Treze de Maio, 1 - Bela Vista, São Paulo - SP","Mobiliado, Elevador, Condomínio fechado, Aceita animais, Salão de festas, ...",bela_vista,2023-07-15 15:47:00,3,2,0,750.0,848000,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,40,2643200567,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-29m2-venda-RS350000-id-2643200567/,"Apartamento com Quarto à Venda, 29m²","Rua Asdrúbal do Nascimento - Bela Vista, São Paulo - SP","Piscina, Academia, Aceita animais, Playground, Varanda gourmet, ...",bela_vista,2023-07-15 15:47:00,1,1,0,350.0,350000,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,41,2643449258,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-49m2-venda-RS714970-id-2643449258/,"Apartamento com 2 Quartos à Venda, 49m²","Rua Conselheiro Ramalho, 376 - Bela Vista, São Paulo - SP",Área de serviço,bela_vista,2023-07-15 15:47:00,2,2,0,700.0,714970,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
